title,authors,publication_year,num_pages,average_rating
The Dark Arena,Mario Puzo,2001,288,3.35
Omerta,Mario Puzo,2001,369,3.71
Fools Die,Mario Puzo,1979,544,3.72
The Godfather,Mario Puzo/Peter Bart/Robert Thompson,2005,448,4.37
The Fortunate Pilgrim,Mario Puzo,2004,304,3.83
On the Road to Perdition — Oasis  Sanctuary  and Detour — (Road to Perdition  #2),Max Allan Collins/José Luis García-López/Steve Lieber/Josef Rubinstein/Rob Leigh/Bob Lappan,2004,294,3.66
Oasis (On the Road to Perdition  #1),Max Allan Collins/Steve Lieber/Josef Rubinstein/Rob Leigh/José Luis García-López/Bob Lappan,2003,96,3.55
Double Dealer (CSI: Crime Scene Investigation  #1),Max Allan Collins/Mike Flaherty,2003,320,3.67
The London Blitz Murders (Disaster Series  #5),Max Allan Collins,2004,272,3.72
The Last Quarry (Quarry #7),Max Allan Collins,2006,201,3.93
Snake Eyes (CSI: Crime Scene Investigation  #8),Max Allan Collins,2006,288,3.77
A Killing in Comics (Jack & Maggie Starr  #1),Max Allan Collins/Terry Beatty,2007,272,3.65
The War of the Worlds Murder (Disaster Series  #6),Max Allan Collins,2005,256,3.71
From a Buick 8,Stephen King,2002,356,3.45
The Michael Crichton Collection: Jurassic Park / The Lost World / The Andromeda Strain,Michael Crichton/Chris Noth/Anthony Heald,2000,0,4.29
Jurassic Park,Michael Crichton,1997,400,4.02
Binary,John Lange,1972,213,3.53
Un train d'or pour la Crimée,Michael Crichton,1999,342,3.86
The Voices of Morebath: Reformation and Rebellion in an English Village,Eamon Duffy,2003,232,3.69
Imperial Life in the Emerald City: Inside Iraq's Green Zone,Rajiv Chandrasekaran,2006,320,4.02
The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,2007,211,3.4
Betrayal of Trust: The Collapse of Global Public Health,Laurie Garrett/Steven M. Wolinsky,2001,768,4.12
Crash Proof: How to Profit from the Coming Economic Collapse,Peter D. Schiff/John Downes,2007,272,3.78
The World  the Text  and the Critic,Edward W. Said/إدوارد سعيد,2006,336,4.18
Culture and Imperialism,Edward W. Said,1994,380,4.15
La economía Long Tail,Chris Anderson/Federico Villegas Silva Lezama,2007,318,3.81
Prioritizing Web Usability,Jakob Nielsen/Hoa Loranger,2006,406,3.94
Homepage Usability: 50 Websites Deconstructed,Jakob Nielsen/Marie Tahir,2001,336,3.74
Let My People Go Surfing: The Education of a Reluctant Businessman,Yvon Chouinard,2006,272,4.22
And Then There Were None,Agatha Christie/Hugh Fraser,2004,0,4.26
The Wild Trees: A Story of Passion and Daring,Richard   Preston,2007,294,4.09
The Boat of Dreams: A Christmas Story,Richard   Preston/George Henry Jennings,2003,111,3.29
Strange Pilgrims,Gabriel García Márquez,2006,208,4.03
Doce cuentos peregrinos,Gabriel García Márquez,2006,192,4.03
Would I Lie to You (Gossip Girl  #10),Cecily von Ziegesar,2006,192,3.59
Gossip Girl (Gossip Girl  #1),Cecily von Ziegesar,2002,224,3.52
All I Want is Everything (Gossip Girl  #3),Cecily von Ziegesar,2003,240,3.55
You're the One That I Want (Gossip Girl  #6),Cecily von Ziegesar,2004,224,3.71
The Zero,Jess Walter,2006,336,3.51
Zero: The Biography of a Dangerous Idea,Charles Seife,2000,248,3.96
Zero Debt: The Ultimate Guide to Financial Freedom,Lynnette Khalfani,2004,204,3.74
The Hunt for Zero Point: Inside the Classified World of Antigravity Technology,Nick Cook,2007,320,4.12
Year Zero,Jeff Long,2006,416,3.6
Count Zero (Sprawl  #2),William Gibson,2006,308,4.01
Triple Zero  (Star Wars: Republic Commando  #2),Karen Traviss,2006,393,4.24
Bravo Two Zero,Andy McNab,2005,416,4.09
This Lullaby,Sarah Dessen,2004,345,4.03
Lullabies for Little Criminals,Heather O'Neill,2006,330,3.98
Hush! A Thai Lullaby,Minfong Ho/Holly Meade,2000,32,4.03
Lullaby Town (Elvis Cole  #3),Robert Crais,2008,296,4.14
The Iliad (SparkNotes Literature Guides),SparkNotes/Homer,2002,88,3.65
The Iliad,Homer,1999,150,3.86
The Princess Bride (Long  Tall Texans  #15),Diana Palmer,1998,192,3.89
The Sultan's Bought Bride  (Princess Brides  #1),Jane Porter,2004,192,3.74
The Sheik & the Princess Bride (Desert Rogues  #8),Susan   Mallery,2004,256,3.95
The Prince Kidnaps a Bride (Lost Princesses  #3),Christina Dodd,2006,384,3.79
Stargirl (Stargirl  #1),Jerry Spinelli,2004,186,3.76
Love  Stargirl (Stargirl  #2),Jerry Spinelli,2007,274,3.82
Stargirl LitPlans on CD,Mary B. Collins,2005,210,4.86
Son of the Mob (Son of the Mob  #1),Gordon Korman,2004,262,3.72
Hollywood Hustle (Son of the Mob  #2),Gordon Korman,2006,268,3.64
For the Sins of My Father: A Mafia Killer  His Son  and the Legacy of a Mob Life,Albert Demeo/Mary Jane Ross,2003,288,4.05
El ojo de fuego,Lewis Perdue,2007,496,3.66
Neptune Noir: Unauthorized Investigations into Veronica Mars,Rob Thomas/Leah Wilson/Heather Havrilesky/Amy Berner/Lynne Edwards/John  Ramos/Alafair Burke/Chris McCubbin/Lawrence Watt-Evans/Lani Diane Rich/Geoff Klock/Judy Fitzwater/Evelyn Vaughn/Joyce Millman/Amanda Ann Klein/Kristen Kidder/Jesse Hassenger/Gwen Ellery/Misty Hook/Samantha Bornemann,2007,224,3.63
The Soloist,Nicholas Christopher,2006,320,3.3
Kenang-Kenangan Seorang Geisha (Memoirs of a Geisha),Arthur Golden,2006,784,4.11
Memoirs of a Geisha,Arthur Golden,2000,452,4.11
Survivor,Chuck Palahniuk,2000,289,3.92
Diary,Chuck Palahniuk,2004,262,3.61
Rant,Chuck Palahniuk,2007,320,3.81
Clown Girl,Monica Drake/Chuck Palahniuk,2007,297,3.39
Choke,Chuck Palahniuk,2002,293,3.7
Haunted,Chuck Palahniuk,2006,419,3.59
Fugitives and Refugees: A Walk in Portland  Oregon,Chuck Palahniuk,2003,176,3.51
Haunted,Chuck Palahniuk/Erik Darling/Arthur Morey/Scott Brick/Lorna Raver/Marc Cashman/Kimberly Farr/Renee Randman,2005,14,3.59
Nonfiction,Chuck Palahniuk,2004,233,3.57
Haunted,Chuck Palahniuk,2005,416,3.59
Survivant,Chuck Palahniuk/Freddy Michalski,2001,365,3.92
Fantasmas,Chuck Palahniuk/Javier Calvo,2006,442,3.59
Error humano,Chuck Palahniuk/Javier Calvo,2005,253,3.57
Life After God,Douglas Coupland,2002,291,3.79
City of Glass: Douglas Coupland's Vancouver,Douglas Coupland,2003,152,3.83
Terry: Terry Fox and His Marathon of Hope,Douglas Coupland,2005,176,4.34
All Families Are Psychotic,Douglas Coupland,2002,279,3.67
Shampoo Planet,Douglas Coupland,2008,282,3.5
All Tomorrow's Parties (Bridge  #3),William Gibson,2003,339,3.91
Spook Country (Blue Ant  #2),William Gibson,2007,371,3.69
Burning Chrome (Sprawl  #0),William Gibson/Bruce Sterling/Jonathan Davis/Dennis Holland/Kevin Pariseau/Victor Bevine/Jay Snyder/Brian Nishil/L.J. Ganser/Oliver Wyman/Eric Michael Summerer/Marc Vietor,2003,224,4.06
Idoru (Bridge #2),William Gibson,2003,308,3.8
Virtual Light (Bridge  #1),William Gibson,1996,304,3.85
Stable Strategies and Others,Eileen Gunn/Howard Waldrop/William Gibson,2004,208,3.77
Cyberpunk and Cyberculture: Science Fiction and the Work of William Gibson,Dani Cavallaro,2001,258,3.77
The Neil Gaiman Audio Collection,Neil Gaiman,2004,1,4.24
The Day I Swapped My Dad for Two Goldfish,Neil Gaiman/Dave McKean,2006,64,4.03
Death: The Time of Your Life (Death of the Endless  #2),Neil Gaiman/Chris Bachalo/Mark Buckingham/Mark Pennington/Claire Danes,1997,95,4.22
Creatures of the Night,Neil Gaiman/Michael Zulli,2004,46,3.83
New X-Men  Volume 4: Riot at Xavier's,Grant Morrison/Frank Quitely,2006,120,4.06
The Invisibles  Volume 1: Say You Want a Revolution,Grant Morrison/Steve Yeowell/Jill Thompson/Dennis Cramer/Peter Milligan,1996,224,3.95
The Mystery Play,Grant Morrison/Jon J. Muth,1995,80,3.44
Kid Eternity,Grant Morrison/Duncan Fegredo,2006,144,3.41
New X-Men  Volume 1: E Is for Extinction,Grant Morrison/Frank Quitely,2006,144,4.06
Seven Soldiers of Victory  Volume 1,Grant Morrison/Ryan Sook/Mick Gray/Frazer Irving/J.H. Williams III/Simone Bianchi/Cameron Stewart,2006,224,3.79
Doom Patrol  Vol. 1: Crawling from the Wreckage (Doom Patrol  #1),Grant Morrison/Richard Case/Doug Braithwaite/Scott Hanna/Carlos Garzon/John Nyberg,2000,192,4.08
The Filth,Grant Morrison/Chris Weston/Gary Erskine,2004,320,3.75
Doom Patrol  Vol. 5: Magic Bus,Grant Morrison/Richard Case/Ken Steacy/Stan Woch/Philip Bond/Mark McKenna/Scott Hanna,2007,203,4.27
JLA  Vol. 1: New World Order,Grant Morrison/Howard Porter/John Dell,1997,93,3.98
Batman: Gothic,Grant Morrison/Klaus Janson,1998,128,3.79
JLA: Earth 2,Grant Morrison/Frank Quitely,2000,96,3.97
New X-Men: Omnibus,Grant Morrison/Marc Silvestri/Chris Bachalo/John Paul Leon/Frank Quitely/Leinil Francis Yu/Igor Kordey/Ethan Van Sciver/Keron Grant/Tom Derenick/Phil Jimenez,2006,1096,4.23
Superfolks,Robert  Mayer/Grant Morrison,2005,240,3.48
Kill Your Boyfriend,Grant Morrison/Philip Bond/D'Israeli/Daniel Vozzo,1998,55,3.57
Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison/Dave McKean,2005,216,4.1
JLA: Tierra 2,Grant Morrison/Frank Quitely/Rafael De la Iglesia,2005,96,3.97
Doom Patrol  Vol. 4: Musclebound,Grant Morrison/Richard Case/Mike Dringenberg/Mark McKenna/Jamie Hewlett/Steve Yeowell/Rian Hughes,2006,256,4.15
New X-Men  Volume 7: Here Comes Tomorrow,Grant Morrison/Marc Silvestri,2006,112,3.75
The Invisibles  Vol. 7: The Invisible Kingdom,Grant Morrison/Philip Bond/Warren Pleece/Sean Phillips/Jay Stephens/Frank Quitely/Steve Yeowell,2002,288,4.2
The Invisibles  Vol. 3: Entropy in the U.K.,Grant Morrison/Phil Jimenez/John Stokes/Tommy Lee Edwards/Paul Johnson/Steve Yeowell/Dick Giordano/Mark Buckingham/Mark Pennington,2001,232,4.21
Invisible,Pete Hautman,2006,160,3.84
The Invisibles  Vol. 4: Bloody Hell in America,Grant Morrison/Phil Jimenez/John Stokes,1998,104,4.17
The Invisibles  Vol. 6: Kissing Mister Quimper,Grant Morrison/Chris Weston/Ivan Reis,2000,224,4.24
Invisible Residents: The Reality of Underwater UFOs,Ivan T. Sanderson/David Hatcher Childress,2005,100,3.73
The Invisibles  Vol. 5: Counting to None,Grant Morrison/Phil Jimenez/John Stokes,1999,240,4.19
The Invisible Heart: An Economic Romance,Russell Roberts/Russ Roberts,2002,282,3.74
Transmetropolitan  Vol. 2: Lust for Life,Warren Ellis/Darick Robertson,1999,208,4.34
Transmetropolitan  Vol. 3: Year of the Bastard,Warren Ellis/Darick Robertson/Rodney Ramos,1999,144,4.41
Transmetropolitan  Vol. 5: Lonely City,Warren Ellis/Darick Robertson/Rodney Ramos/Patrick Stewart,2001,144,4.41
Transmetropolitan  Vol. 4: The New Scum,Warren Ellis/Darick Robertson/Rodney Ramos/Keith Akin,2000,133,4.39
Transmetropolitan  Vol. 8: Dirge,Warren Ellis/Darick Robertson/Rodney Ramos,2003,140,4.47
Transmetropolitan  Vol. 10: One More Time,Warren Ellis/Darick Robertson/Rodney Ramos,2004,144,4.51
Transmetropolitan  Vol. 9: The Cure,Warren Ellis/Darick Robertson/Rodney Ramos,2003,144,4.44
Transmetropolitan  Vol. 7: Spider's Thrash,Warren Ellis/Darick Robertson/Rodney Ramos/Darren Aronofsky,2002,144,4.32
Created in Darkness by Troubled Americans: The Best of McSweeney's Humor Category,Dave Eggers/Kevin Shay/Lee Epstein/Suzanne Kleid/McSweeney's Publishing,2005,249,3.75
The Fabric of the Cosmos: Space  Time and the Texture of Reality,Brian Greene,2005,592,4.11
The Meaning of Relativity (Science Library),Albert Einstein/Brian Greene,2004,200,4.32
The Fabric of the Cosmos: Space  Time and the Texture of Reality,Brian Greene,2004,16,4.11
Underground! The Disinformation Guide to Ancient Civilizations  Astonishing Archaeology and Hidden History,Preston Peet,2005,343,3.84
Under the Influence: The Disinformation Guide to Drugs,Preston Peet,2004,312,3.64
You are Being Lied To: The Disinformation Guide to Media Distortion  Historical Whitewashes  and Cultural Myths,Russ Kick,2001,399,3.87
The Origin of Species,Charles Darwin/Philip Appleman,2002,134,3.98
Red Herrings and White Elephants: The Origins of the Phrases We Use Every Day,Albert Jack/Ann Page,2005,272,3.73
The Origin of Species,Charles Darwin/Julian Huxley,2003,576,3.98
The Origin of Species,Charles Darwin,2004,703,3.98
The Origin of Satan: How Christians Demonized Jews  Pagans and Heretics,Elaine Pagels,1996,240,3.9
Discourse on the Origin of Inequality,Jean-Jacques Rousseau,2004,73,3.82
On the Origins of War and the Preservation of Peace,Donald Kagan,1996,573,4.01
The Origins of Totalitarianism,Hannah Arendt,2004,674,4.28
The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,2000,491,4.25
Final Fantasy Origins - Official Strategy Guide,Casey Loe/Laura Parkinson,2003,256,3.96
Social Origins of Dictatorship and Democracy: Lord and Peasant in the Making of the Modern World,Barrington Moore Jr./James C. Scott/Edward Friedman,1993,592,3.98
Smithsonian Intimate Guide to Human Origins,Carl Zimmer,2007,176,4.02
Economic Origins of Dictatorship and Democracy,Daron Acemoğlu/James A. Robinson,2005,416,3.97
"African Origins of the Major ""Western Religions""",Yosef A.A. Ben-Jochannan,1991,363,4.54
The Origins of the Civil Rights Movements: Black Communities Organizing for Change,Aldon D. Morris,1986,368,4.05
The Origin of the Bible,F.F. Bruce/Philip W. Comfort/Carl F.H. Henry/J.I. Packer,2003,352,3.86
Country of Origin,Don  Lee,2005,320,3.47
The Making of a Philosopher: My Journey Through Twentieth-Century Philosophy,Colin McGinn,2003,256,3.65
The Beatles and Philosophy: Nothing You Can Think that Can't Be Thunk,Michael Baur/Steven Baur/James S. Spiegel,2006,288,3.63
The Gospel According to the Beatles,Steve Turner,2006,254,3.77
JPod,Douglas Coupland,2006,448,3.69
Hairstyles of the Damned,Joe Meno,2004,270,3.72
Just Visiting This Planet: Merlin Answers More Questions about Everything Under the Sun  Moon  and Stars,Neil deGrasse Tyson/Stephen Tyson,1998,352,4.17
Merlin's Tour of the Universe,Neil deGrasse Tyson,1997,318,4.02
Death by Black Hole: And Other Cosmic Quandaries,Neil deGrasse Tyson,2007,384,4.1
Tales from the Dark Tower,Joseph Vargo/Christine Filipak/Eric Muss-Barnes/Jalone J. Haessig/Joseph Iorillo/Robert Michaels/Russell Novotny/James Pipik,2003,282,4.23
The Dark Tower (The Dark Tower #7),Stephen King,2004,686,4.28
The Gunslinger,Stephen King,2003,231,3.96
Gunslinger Girl  Vol. 1,Yu Aida/Hiroshi Aida,2003,175,3.87
Gunslinger,Ed Dorn,1989,224,4.11
Wasteland of Flint,Thomas Harlan,2004,512,3.79
Cities in Dust (Wasteland #1),Antony Johnston/Christopher Mitten,2010,160,3.55
Slim to None: A Journey Through the Wasteland of Anorexia Treatment,Jennifer Hendricks/Gordon Hendricks,2004,384,3.63
Sit  Walk  Stand,Watchman Nee,1977,80,4.42
Prayers for the Assassin (Assassin Trilogy #1),Robert Ferrigno,2006,458,3.76
Voices From the Street,Philip K. Dick,2007,301,3.29
The Minority Report: 18 Classic Stories,Philip K. Dick/James Tiptree Jr.,2002,380,4.19
Flow My Tears  the Policeman Said,Philip K. Dick,2001,204,3.91
The Crack in Space,Philip K. Dick,2005,188,3.46
Ubik,Philip K. Dick/David Alabort/Manuel Espín,2006,288,4.09
The Best of Philip K. Dick,Philip K. Dick/John Brunner,1978,450,4.22
Vulcan's Hammer,Philip K. Dick,2004,165,3.52
Carly's Sound,Ali Vali,2006,212,4.21
The System of Objects,Jean Baudrillard/James Benedict,2006,224,4.01
The Intelligence of Evil or the Lucidity Pact,Jean Baudrillard/Chris     Turner,2005,215,3.89
Introducing Baudrillard,Chris Horrocks/Zoran Jevtić,1997,176,3.32
Existentialism and Human Emotions,Jean-Paul Sartre,2000,96,3.84
Nausea,Jean-Paul Sartre/James  Wood/Robert Baldick,2000,253,3.92
From Socrates to Sartre: The Philosophic Quest,T.Z. Lavine,1985,426,3.94
The Trial and Death of Socrates (Euthyphro  Apology  Crito  Phaedo (death scene only)),Plato/G.M.A. Grube/John M. Cooper,2001,58,4.08
The Trial of Queen Caroline: The Scandalous Affair that Nearly Ended a Monarchy,Jane Robins,2006,384,3.39
Bookends,Jane Green,2003,368,3.72
Jemima J.: For those who love Faking Friends and My Sweet Revenge by Jane Fallon,Jane Green,1998,450,3.65
Open House,Elizabeth Berg,2001,0,3.7
Feeling Better  Getting Better  Staying Better: Profound Self-Help Therapy for Your Emotions,Albert Ellis,2001,272,3.76
American Sphinx: The Character of Thomas Jefferson,Joseph J. Ellis,1998,440,3.92
Line Of Vision,David Ellis,2002,448,3.81
The Other Woman,Jane Green,2006,389,3.7
No Other Woman (No Other  #2),Shannon Drake,1996,391,3.78
The Other Woman (Dundee  Idaho  #7),Brenda Novak,2006,299,4.11
The Other Woman,Ann  O'Leary,1999,213,3.64
Sins of a Shaker Summer (Sister Rose Callahan  #3),Deborah Woodworth,1999,272,3.52
InuYasha Ani-Manga  Vol. 1 (Inuyasha Ani-Manga  #1),Rumiko Takahashi,2004,206,4.36
Pusteblume,Marian Keyes,2001,560,3.81
¿Quién te lo ha contado?,Marian Keyes,2005,648,3.79
Une vie de rêve,Marian Keyes,2005,593,3.69
Por los pelos,Marian Keyes,2002,592,3.81
Under the Duvet,Marian Keyes,2009,304,3.52
Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,2003,595,3.95
Yeats ist tot!,Joseph O'Connor/Diethard Herles/Pauline McLynn/Gerard Stembridge/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Tom Humphries/Donal O'Kelly,2003,332,3.4
Le Club de la dernière chance,Marian Keyes,2003,608,3.81
Les vacances de Rachel (Walsh Family  #2),Marian Keyes/Roxane Azimi,2002,563,3.95
Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,2003,594,3.95
Auszeit für Engel Walsh Family  #3),Marian Keyes,2003,477,3.75
Open House,Elizabeth Berg,2003,314,3.7
Slightly Settled (Slightly  #2),Wendy Markham,2004,312,3.68
犬夜叉 8,Rumiko Takahashi,1998,192,4.26
犬夜叉 7,Rumiko Takahashi,1998,192,4.27
犬夜叉 24,Rumiko Takahashi,2001,192,4.26
犬夜叉 28,Rumiko Takahashi,2002,192,4.29
犬夜叉 4,Rumiko Takahashi,1997,192,4.29
犬夜叉 22,Rumiko Takahashi,2001,192,4.25
犬夜叉 26,Rumiko Takahashi,2002,192,4.28
犬夜叉 12,Rumiko Takahashi,1999,192,4.25
犬夜叉 17,Rumiko Takahashi,2000,192,4.25
犬夜叉 14,Rumiko Takahashi,2000,192,4.3
犬夜叉 10,Rumiko Takahashi,1999,192,4.28
犬夜叉 1,Rumiko Takahashi,1997,192,4.27
犬夜叉  27,Rumiko Takahashi,2002,192,4.28
The Return of Lum  Volume 3: Sweet Revenge (Urusei Yatsura  #4),Rumiko Takahashi,1997,216,3.97
The Return of Lum  Volume 5: Feudal Furor (Urusei Yatsura  #6),Rumiko Takahashi,1997,200,4.04
Lamu: Urusei Yatsura  3,Rumiko Takahashi,2005,416,4.08
The Return of Lum  Volume 1: Urusei Yatsura (Urusei Yatsura  #2),Rumiko Takahashi,1995,208,4.11
Lum: Urusei Yatsura. Perfect Collection (Urusei Yatsura  #1),Rumiko Takahashi,1997,400,3.97
らんま½ 12,Rumiko Takahashi,2002,176,4.06
Ranma 1/2  Vol. 12 (Ranma ½ (US 2nd)  #12),Rumiko Takahashi,2004,200,4.11
Your and My Secret  Vol. 1,Ai Morinaga,2004,174,3.54
A Man Rides Through (Mordant's Need  #2),Stephen R. Donaldson,2003,672,4.02
The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson,1996,479,3.98
The Gap Into Madness: Chaos and Order (Gap  #4),Stephen R. Donaldson,1994,617,4.15
The Gap Into Vision: Forbidden Knowledge (Gap  #2),Stephen R. Donaldson,2010,480,3.99
The One Tree (The Second Chronicles of Thomas Covenant  #2),Stephen R. Donaldson,1997,496,3.98
The Gap Into Power: A Dark and Hungry God Arises (Gap  #3),Stephen R. Donaldson,2009,518,4.08
Pretty Face  Vol. 1,Yasuhiro Kano,2007,192,3.83
Not Just a Pretty Face: Dolls and Human Figurines in Alaska Native Cultures,Molly C. Lee/Angela J. Linn/Chase Hensel/James H. Barker,2006,80,3.5
Just Another Pretty Face (Hollywood Dynasty  #2),Candace Schuler,1993,215,3.89
Skylight Confessions,Alice Hoffman,2007,264,3.64
The Foretelling,Alice Hoffman,2006,182,3.84
Incantation,Alice Hoffman,2006,166,3.88
Practical Magic (Practical Magic #1),Alice Hoffman,2003,286,3.78
The Probable Future,Alice Hoffman,2004,352,3.83
The Complete Stories,Franz Kafka/Nahum N. Glatzer/John Updike/Willa Muir/Edwin Muir/Tania Stern/James Stern/Ernst Kaiser/Eithne Wilkins,1995,486,4.35
Amerika,Franz Kafka/Willa Muir/Edwin Muir/Klaus Mann/E.L. Doctorow,1996,336,3.75
Collected Stories,Franz Kafka/Willa Muir/Edwin Muir/Gabriel Josipovici,1993,566,4.35
Kafka: Toward a Minor Literature,Gilles Deleuze/Félix Guattari/Franz Kafka,1986,136,4.17
The Annotated Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Maria Tatar/A.S. Byatt/George Cruikshank/Paul Hey/Walter Crane/Warwick Goble/Kay Nielsen/Arthur Rackham,2004,462,4.46
